signal_id,symbol,setup_name,signal_ts,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,outcome,r_multiple,qty,entry_notional_usd,risk_to_stop_usd,rank_score
IWM_PrevDayBreakout_D1_1,IWM,PrevDayBreakout_D1,2025-06-06T00:00:00-04:00,2025-06-09 04:00:00+00:00,213.875,207.03,227.565,2025-06-13 04:00:00+00:00,208.92,time stop loss,loss,-0.7239,1.0,213.875,6.845,0.0
XLP_TwoDayBreakout_D1_5,XLP,TwoDayBreakout_D1,2025-06-12T00:00:00-04:00,2025-06-13 04:00:00+00:00,81.755,81.205,82.855,2025-06-13 04:00:00+00:00,81.205,SL hit,loss,-1.0,1.0,81.755,0.55,0.0
XME_PrevDayBreakout_D1_6,XME,PrevDayBreakout_D1,2025-06-13T00:00:00-04:00,2025-06-16 04:00:00+00:00,66.22,63.79,71.08,2025-06-23 04:00:00+00:00,66.22,time stop scratch,scratch,0.0,1.0,66.22,2.43,0.5
XAR_TwoDayBreakout_D1_10,XAR,TwoDayBreakout_D1,2025-06-20T00:00:00-04:00,2025-06-23 04:00:00+00:00,201.21,196.8,210.03,2025-06-27 04:00:00+00:00,210.03,TP hit,win,2.0,1.0,201.21,4.41,-0.1495
SMH_PrevDayBreakout_D1_14,SMH,PrevDayBreakout_D1,2025-06-26T00:00:00-04:00,2025-06-27 04:00:00+00:00,277.89,272.69,288.29,2025-07-01 04:00:00+00:00,272.69,SL hit,loss,-1.0,1.0,277.89,5.2,0.739867
XAR_TwoDayBreakout_D1_16,XAR,TwoDayBreakout_D1,2025-06-30T00:00:00-04:00,2025-07-01 04:00:00+00:00,208.995,202.42,222.145,2025-07-08 04:00:00+00:00,208.155,time stop loss,loss,-0.1278,1.0,208.995,6.575,1.462625
VTV_MeanReversion_D1_20,VTV,MeanReversion_D1,2025-07-07T00:00:00-04:00,2025-07-08 04:00:00+00:00,177.88,177.73,178.18,2025-07-08 04:00:00+00:00,178.18,TP hit,win,2.0,1.0,177.88,0.15,2.0
SMH_PrevDayBreakout_D1_21,SMH,PrevDayBreakout_D1,2025-07-08T00:00:00-04:00,2025-07-09 04:00:00+00:00,284.73,278.62,296.95,2025-07-15 04:00:00+00:00,290.845,time stop win,win,1.0008,1.0,284.73,6.11,0.1096
XAR_TwoDayBreakout_D1_25,XAR,TwoDayBreakout_D1,2025-07-14T00:00:00-04:00,2025-07-15 04:00:00+00:00,216.06,208.34,231.5,2025-07-21 04:00:00+00:00,219.4,time stop win,win,0.4326,1.0,216.06,7.72,0.884775
XME_PrevDayBreakout_D1_29,XME,PrevDayBreakout_D1,2025-07-18T00:00:00-04:00,2025-07-21 04:00:00+00:00,76.57,71.985,85.74,2025-07-25 04:00:00+00:00,77.54,time stop win,win,0.2116,1.0,76.57,4.585,0.62264
SMH_PrevDayBreakout_D1_33,SMH,PrevDayBreakout_D1,2025-07-24T00:00:00-04:00,2025-07-25 04:00:00+00:00,285.94,283.23,291.36,2025-07-28 04:00:00+00:00,291.36,TP hit,win,2.0,1.0,285.94,2.71,0.144023
XLI_TwoDayBreakout_D1_34,XLI,TwoDayBreakout_D1,2025-07-25T00:00:00-04:00,2025-07-28 04:00:00+00:00,154.92,152.105,160.55,2025-07-30 04:00:00+00:00,152.105,SL hit,loss,-1.0,1.0,154.92,2.815,0.71234
SMH_PrevDayBreakout_D1_36,SMH,PrevDayBreakout_D1,2025-07-29T00:00:00-04:00,2025-07-30 04:00:00+00:00,294.62,289.37,305.12,2025-07-31 04:00:00+00:00,289.37,SL hit,loss,-1.0,1.0,294.62,5.25,0.276593
VTV_MeanReversion_D1_37,VTV,MeanReversion_D1,2025-07-30T00:00:00-04:00,2025-07-31 04:00:00+00:00,178.29,177.865,179.14,2025-07-31 04:00:00+00:00,177.865,SL hit,loss,-1.0,1.0,178.29,0.425,1.4
XLV_MeanReversion_D1_38,XLV,MeanReversion_D1,2025-07-31T00:00:00-04:00,2025-08-01 04:00:00+00:00,130.655,129.99,131.985,2025-08-01 04:00:00+00:00,129.99,SL hit,loss,-1.0,1.0,130.655,0.665,-0.061322
VTV_MeanReversion_D1_39,VTV,MeanReversion_D1,2025-08-01T00:00:00-04:00,2025-08-04 04:00:00+00:00,176.21,174.41,179.81,2025-08-08 04:00:00+00:00,177.92,time stop win,win,0.95,1.0,176.21,1.8,1.0
EEM_PrevDayBreakout_D1_43,EEM,PrevDayBreakout_D1,2025-08-07T00:00:00-04:00,2025-08-08 04:00:00+00:00,49.33,48.8,50.39,2025-08-13 04:00:00+00:00,50.39,TP hit,win,2.0,1.0,49.33,0.53,0.51558
XAR_TwoDayBreakout_D1_46,XAR,TwoDayBreakout_D1,2025-08-12T00:00:00-04:00,2025-08-13 04:00:00+00:00,220.675,214.57,232.885,2025-08-15 04:00:00+00:00,214.57,SL hit,loss,-1.0,1.0,220.675,6.105,0.687633
