signal_id,symbol,setup_name,entry_ts,exit_ts,entry_price,stop_price,r_multiple,rank_score,skip_reason,open_slots,open_exposure_usd,open_risk_usd,entry_notional_usd,risk_to_stop_usd
EEM_MeanReversion_D1_1,EEM,MeanReversion_D1,2025-05-29 04:00:00+00:00,2025-05-30 04:00:00+00:00,46.32,45.87,-1.0,0.0,low_score,0,0.0,0.0,46.32,0.45
IEMG_MeanReversion_D1_1,IEMG,MeanReversion_D1,2025-05-29 04:00:00+00:00,2025-05-30 04:00:00+00:00,57.615,57.11,-1.0,0.0,low_score,0,0.0,0.0,57.615,0.505
XBI_TwoDayBreakout_D1_2,XBI,TwoDayBreakout_D1,2025-05-30 04:00:00+00:00,2025-05-30 04:00:00+00:00,79.79,78.7,-1.0,0.0,low_score,0,0.0,0.0,79.79,1.09
XLP_TwoDayBreakout_D1_3,XLP,TwoDayBreakout_D1,2025-06-02 04:00:00+00:00,2025-06-05 04:00:00+00:00,82.615,81.41,-1.0,0.0,low_score,0,0.0,0.0,82.615,1.205
XLU_PrevDayBreakout_D1_3,XLU,PrevDayBreakout_D1,2025-06-02 04:00:00+00:00,2025-06-06 04:00:00+00:00,81.61,80.22,-0.3165,0.0,low_score,0,0.0,0.0,81.61,1.39
EEM_MeanReversion_D1_3,EEM,MeanReversion_D1,2025-06-02 04:00:00+00:00,2025-06-05 04:00:00+00:00,45.69,45.24,2.0,-1.0,low_score,0,0.0,0.0,45.69,0.45
IEMG_MeanReversion_D1_3,IEMG,MeanReversion_D1,2025-06-02 04:00:00+00:00,2025-06-05 04:00:00+00:00,56.945,56.39,2.0,-1.0,low_score,0,0.0,0.0,56.945,0.555
EEM_PrevDayBreakout_D1_4,EEM,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,45.84,45.24,2.0,0.0,low_score,0,0.0,0.0,45.84,0.6
IEMG_PrevDayBreakout_D1_4,IEMG,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-05 04:00:00+00:00,57.08,56.39,2.0,0.0,low_score,0,0.0,0.0,57.08,0.69
SMH_PrevDayBreakout_D1_4,SMH,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,243.38,235.38,2.0,0.0,low_score,0,0.0,0.0,243.38,8.0
XLU_PrevDayBreakout_D1_4,XLU,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-05 04:00:00+00:00,82.83,80.81,-1.0,0.0,low_score,0,0.0,0.0,82.83,2.02
XME_PrevDayBreakout_D1_4,XME,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,61.96,59.34,1.2901,0.0,low_score,0,0.0,0.0,61.96,2.62
XME_TwoDayBreakout_D1_4,XME,TwoDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,61.96,59.34,1.2901,0.0,low_score,0,0.0,0.0,61.96,2.62
XBI_TwoDayBreakout_D1_4,XBI,TwoDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,81.37,78.06,0.864,-1.0,low_score,0,0.0,0.0,81.37,3.31
