signal_id,symbol,setup_name,entry_ts,exit_ts,entry_price,stop_price,r_multiple,rank_score,skip_reason,open_slots,open_exposure_usd,open_risk_usd,entry_notional_usd,risk_to_stop_usd
IEMG_MeanReversion_D1_3,IEMG,MeanReversion_D1,2025-06-02 04:00:00+00:00,2025-06-05 04:00:00+00:00,56.945,56.39,2.0,-1.0,no_slot,3,209.915,3.045,56.945,0.555
EEM_PrevDayBreakout_D1_4,EEM,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,45.84,45.24,2.0,0.0,no_slot,3,209.915,3.045,45.84,0.6
IEMG_PrevDayBreakout_D1_4,IEMG,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-05 04:00:00+00:00,57.08,56.39,2.0,0.0,no_slot,3,209.915,3.045,57.08,0.69
SMH_PrevDayBreakout_D1_4,SMH,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,243.38,235.38,2.0,0.0,no_slot,3,209.915,3.045,243.38,8.0
XLU_PrevDayBreakout_D1_4,XLU,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-05 04:00:00+00:00,82.83,80.81,-1.0,0.0,no_slot,3,209.915,3.045,82.83,2.02
XME_PrevDayBreakout_D1_4,XME,PrevDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,61.96,59.34,1.2901,0.0,no_slot,3,209.915,3.045,61.96,2.62
XME_TwoDayBreakout_D1_4,XME,TwoDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,61.96,59.34,1.2901,0.0,no_slot,3,209.915,3.045,61.96,2.62
XBI_TwoDayBreakout_D1_4,XBI,TwoDayBreakout_D1,2025-06-03 04:00:00+00:00,2025-06-09 04:00:00+00:00,81.37,78.06,0.864,-1.0,no_slot,3,209.915,3.045,81.37,3.31
EEM_PrevDayBreakout_D1_5,EEM,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,46.395,45.53,1.3931,0.0,no_slot,3,209.915,3.045,46.395,0.865
EEM_TwoDayBreakout_D1_5,EEM,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,46.395,45.24,1.0433,0.0,no_slot,3,209.915,3.045,46.395,1.155
IEMG_PrevDayBreakout_D1_5,IEMG,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,57.835,56.75,1.3594,0.0,no_slot,3,209.915,3.045,57.835,1.085
IEMG_TwoDayBreakout_D1_5,IEMG,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,57.835,56.39,1.0208,0.0,no_slot,3,209.915,3.045,57.835,1.445
IWM_PrevDayBreakout_D1_5,IWM,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,209.26,202.67,0.7967,0.0,no_slot,3,209.915,3.045,209.26,6.59
KRE_PrevDayBreakout_D1_5,KRE,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,57.33,55.61,0.9331,0.0,no_slot,3,209.915,3.045,57.33,1.72
SMH_PrevDayBreakout_D1_5,SMH,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,250.75,239.175,0.9832,0.0,no_slot,3,209.915,3.045,250.75,11.575
SMH_TwoDayBreakout_D1_5,SMH,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,250.75,235.38,0.7404,0.0,no_slot,3,209.915,3.045,250.75,15.37
XAR_TwoDayBreakout_D1_5,XAR,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,194.48,189.1,0.3439,0.0,no_slot,3,209.915,3.045,194.48,5.38
XLI_TwoDayBreakout_D1_5,XLI,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,144.115,140.84,0.0321,0.0,no_slot,3,209.915,3.045,144.115,3.275
XLU_PrevDayBreakout_D1_5,XLU,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-04 04:00:00+00:00,82.215,81.245,-1.0,0.0,no_slot,3,209.915,3.045,82.215,0.97
XLV_PrevDayBreakout_D1_5,XLV,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,133.44,131.11,0.9721,0.0,no_slot,3,209.915,3.045,133.44,2.33
XME_PrevDayBreakout_D1_5,XME,PrevDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,63.53,61.64,0.6931,0.0,no_slot,3,209.915,3.045,63.53,1.89
XME_TwoDayBreakout_D1_5,XME,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,63.53,59.34,0.3126,0.0,no_slot,3,209.915,3.045,63.53,4.19
XBI_TwoDayBreakout_D1_5,XBI,TwoDayBreakout_D1,2025-06-04 04:00:00+00:00,2025-06-10 04:00:00+00:00,82.465,78.06,0.639,-1.0,no_slot,3,209.915,3.045,82.465,4.405
IEMG_PrevDayBreakout_D1_6,IEMG,PrevDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,58.36,57.06,0.9538,0.0,no_slot,3,175.46,3.95,58.36,1.3
IEMG_TwoDayBreakout_D1_6,IEMG,TwoDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,58.36,56.75,0.7702,0.0,no_slot,3,175.46,3.95,58.36,1.61
SMH_PrevDayBreakout_D1_6,SMH,PrevDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,254.4,242.68,0.6305,0.0,no_slot,3,175.46,3.95,254.4,11.72
SMH_TwoDayBreakout_D1_6,SMH,TwoDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,254.4,239.175,0.4854,0.0,no_slot,3,175.46,3.95,254.4,15.225
XAR_TwoDayBreakout_D1_6,XAR,TwoDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,195.415,191.09,0.8035,0.0,no_slot,3,175.46,3.95,195.415,4.325
XME_PrevDayBreakout_D1_6,XME,PrevDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,65.02,61.435,-0.1869,0.0,no_slot,3,175.46,3.95,65.02,3.585
XME_TwoDayBreakout_D1_6,XME,TwoDayBreakout_D1,2025-06-05 04:00:00+00:00,2025-06-11 04:00:00+00:00,65.02,61.435,-0.1869,0.0,no_slot,3,175.46,3.95,65.02,3.585
EEM_PrevDayBreakout_D1_7,EEM,PrevDayBreakout_D1,2025-06-06 04:00:00+00:00,2025-06-11 04:00:00+00:00,46.81,46.36,2.0,0.0,no_slot,3,152.145,3.085,46.81,0.45
EEM_TwoDayBreakout_D1_7,EEM,TwoDayBreakout_D1,2025-06-06 04:00:00+00:00,2025-06-12 04:00:00+00:00,46.81,45.76,1.019,0.0,no_slot,3,152.145,3.085,46.81,1.05
IEMG_TwoDayBreakout_D1_7,IEMG,TwoDayBreakout_D1,2025-06-06 04:00:00+00:00,2025-06-12 04:00:00+00:00,58.295,57.06,1.1134,0.0,no_slot,3,152.145,3.085,58.295,1.235
IWD_MeanReversion_D1_7,IWD,MeanReversion_D1,2025-06-06 04:00:00+00:00,2025-06-12 04:00:00+00:00,190.5,188.41,0.5789,0.0,no_slot,3,152.145,3.085,190.5,2.09
QQQ_MeanReversion_D1_7,QQQ,MeanReversion_D1,2025-06-06 04:00:00+00:00,2025-06-12 04:00:00+00:00,529.95,522.75,0.5111,0.0,no_slot,3,152.145,3.085,529.95,7.2
VTV_MeanReversion_D1_7,VTV,MeanReversion_D1,2025-06-06 04:00:00+00:00,2025-06-12 04:00:00+00:00,172.82,171.01,1.0663,0.0,no_slot,3,152.145,3.085,172.82,1.81
XLI_MeanReversion_D1_7,XLI,MeanReversion_D1,2025-06-06 04:00:00+00:00,2025-06-11 04:00:00+00:00,145.0,143.17,-1.0,0.0,no_slot,3,152.145,3.085,145.0,1.83
XLV_MeanReversion_D1_7,XLV,MeanReversion_D1,2025-06-06 04:00:00+00:00,2025-06-11 04:00:00+00:00,133.815,132.59,2.0,0.0,no_slot,3,152.145,3.085,133.815,1.225
IWM_PrevDayBreakout_D1_8,IWM,PrevDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-13 04:00:00+00:00,213.875,207.03,-0.7239,0.0,no_slot,3,152.145,3.085,213.875,6.845
KRE_PrevDayBreakout_D1_8,KRE,PrevDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-13 04:00:00+00:00,58.305,56.12,-0.9451,0.0,no_slot,3,152.145,3.085,58.305,2.185
XAR_TwoDayBreakout_D1_8,XAR,TwoDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-13 04:00:00+00:00,201.07,194.035,-0.4932,0.0,no_slot,3,152.145,3.085,201.07,7.035
XLI_TwoDayBreakout_D1_8,XLI,TwoDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-11 04:00:00+00:00,145.29,143.17,-1.0,0.0,no_slot,3,152.145,3.085,145.29,2.12
XLV_PrevDayBreakout_D1_8,XLV,PrevDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-13 04:00:00+00:00,134.31,132.59,1.0581,0.0,no_slot,3,152.145,3.085,134.31,1.72
XBI_TwoDayBreakout_D1_8,XBI,TwoDayBreakout_D1,2025-06-09 04:00:00+00:00,2025-06-13 04:00:00+00:00,85.175,81.42,-0.4274,-1.0,no_slot,3,152.145,3.085,85.175,3.755
EEM_PrevDayBreakout_D1_9,EEM,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,47.54,46.72,-0.378,2.0,no_slot,3,152.145,3.085,47.54,0.82
IEMG_PrevDayBreakout_D1_9,IEMG,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,59.24,58.23,-0.5594,2.0,no_slot,3,152.145,3.085,59.24,1.01
SMH_PrevDayBreakout_D1_9,SMH,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,258.725,252.65,0.7893,2.0,no_slot,3,152.145,3.085,258.725,6.075
XME_PrevDayBreakout_D1_9,XME,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-11 04:00:00+00:00,65.49,64.22,-1.0,1.2901,no_slot,3,152.145,3.085,65.49,1.27
EEM_TwoDayBreakout_D1_9,EEM,TwoDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,47.54,46.65,-0.3483,0.0,no_slot,3,152.145,3.085,47.54,0.89
IEMG_TwoDayBreakout_D1_9,IEMG,TwoDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,59.24,58.14,-0.5136,0.0,no_slot,3,152.145,3.085,59.24,1.1
IWM_PrevDayBreakout_D1_9,IWM,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-13 04:00:00+00:00,214.52,210.63,-1.0,0.0,no_slot,3,152.145,3.085,214.52,3.89
KRE_PrevDayBreakout_D1_9,KRE,PrevDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-12 04:00:00+00:00,58.41,57.295,-1.0,0.0,no_slot,3,152.145,3.085,58.41,1.115
SMH_TwoDayBreakout_D1_9,SMH,TwoDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,258.725,249.89,0.5427,0.0,no_slot,3,152.145,3.085,258.725,8.835
XAR_TwoDayBreakout_D1_9,XAR,TwoDayBreakout_D1,2025-06-10 04:00:00+00:00,2025-06-16 04:00:00+00:00,196.945,194.035,-0.1495,0.0,no_slot,3,152.145,3.085,196.945,2.91
EEM_TwoDayBreakout_D1_10,EEM,TwoDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-17 04:00:00+00:00,47.83,46.72,-1.0,1.0433,no_slot,3,370.585,9.75,47.83,1.11
IEMG_TwoDayBreakout_D1_10,IEMG,TwoDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-17 04:00:00+00:00,59.605,58.23,-1.0,1.0208,no_slot,3,370.585,9.75,59.605,1.375
XLV_PrevDayBreakout_D1_10,XLV,PrevDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-17 04:00:00+00:00,135.74,133.42,-1.0,0.9721,no_slot,3,370.585,9.75,135.74,2.32
KRE_PrevDayBreakout_D1_10,KRE,PrevDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-11 04:00:00+00:00,59.13,58.11,-1.0,0.9331,no_slot,3,370.585,9.75,59.13,1.02
IWM_PrevDayBreakout_D1_10,IWM,PrevDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-12 04:00:00+00:00,215.48,212.58,-1.0,0.7967,no_slot,3,370.585,9.75,215.48,2.9
SMH_TwoDayBreakout_D1_10,SMH,TwoDayBreakout_D1,2025-06-11 04:00:00+00:00,2025-06-17 04:00:00+00:00,263.15,252.65,-0.1438,0.7404,no_slot,3,370.585,9.75,263.15,10.5
XLI_MeanReversion_D1_10,XLI,MeanReversion_D1,2025-06-11 04:00:00+00:00,2025-06-11 04:00:00+00:00,144.255,143.415,-1.0,0.0,no_slot,3,370.585,9.75,144.255,0.84
IEMG_PrevDayBreakout_D1_11,IEMG,PrevDayBreakout_D1,2025-06-12 04:00:00+00:00,2025-06-13 04:00:00+00:00,59.48,59.02,-1.0,1.5783,no_slot,3,370.585,9.75,59.48,0.46
EEM_PrevDayBreakout_D1_11,EEM,PrevDayBreakout_D1,2025-06-12 04:00:00+00:00,2025-06-13 04:00:00+00:00,47.74,47.35,-1.0,1.5382,no_slot,3,370.585,9.75,47.74,0.39
IEMG_TwoDayBreakout_D1_11,IEMG,TwoDayBreakout_D1,2025-06-12 04:00:00+00:00,2025-06-13 04:00:00+00:00,59.48,58.72,-1.0,0.8955,no_slot,3,370.585,9.75,59.48,0.76
EEM_TwoDayBreakout_D1_11,EEM,TwoDayBreakout_D1,2025-06-12 04:00:00+00:00,2025-06-13 04:00:00+00:00,47.74,47.115,-1.0,0.83885,no_slot,3,370.585,9.75,47.74,0.625
XLU_PrevDayBreakout_D1_12,XLU,PrevDayBreakout_D1,2025-06-13 04:00:00+00:00,2025-06-16 04:00:00+00:00,81.745,80.67,-1.0,-0.772167,no_slot,3,463.485,9.38,81.745,1.075
XLP_TwoDayBreakout_D1_12,XLP,TwoDayBreakout_D1,2025-06-13 04:00:00+00:00,2025-06-13 04:00:00+00:00,81.755,81.205,-1.0,-1.0,no_slot,3,463.485,9.38,81.755,0.55
QQQ_MeanReversion_D1_13,QQQ,MeanReversion_D1,2025-06-16 04:00:00+00:00,2025-06-20 04:00:00+00:00,530.57,525.75,-1.0,0.5111,no_slot,3,519.775,11.575,530.57,4.82
EEM_MeanReversion_D1_13,EEM,MeanReversion_D1,2025-06-16 04:00:00+00:00,2025-06-17 04:00:00+00:00,47.18,46.98,-1.0,0.5,no_slot,3,519.775,11.575,47.18,0.2
IEMG_MeanReversion_D1_13,IEMG,MeanReversion_D1,2025-06-16 04:00:00+00:00,2025-06-17 04:00:00+00:00,58.735,58.575,-1.0,0.5,no_slot,3,519.775,11.575,58.735,0.16
XME_TwoDayBreakout_D1_13,XME,TwoDayBreakout_D1,2025-06-16 04:00:00+00:00,2025-06-23 04:00:00+00:00,66.22,63.76,0.0,0.471933,no_slot,3,519.775,11.575,66.22,2.46
XLI_MeanReversion_D1_13,XLI,MeanReversion_D1,2025-06-16 04:00:00+00:00,2025-06-18 04:00:00+00:00,143.545,142.23,-1.0,-1.0,no_slot,3,519.775,11.575,143.545,1.315
XME_TwoDayBreakout_D1_14,XME,TwoDayBreakout_D1,2025-06-17 04:00:00+00:00,2025-06-24 04:00:00+00:00,66.465,63.79,-0.1813,0.471933,no_slot,3,394.765,10.495,66.465,2.675
XLV_MeanReversion_D1_15,XLV,MeanReversion_D1,2025-06-18 04:00:00+00:00,2025-06-18 04:00:00+00:00,133.43,133.32,-1.0,2.0,no_slot,3,394.765,10.495,133.43,0.11
VTV_MeanReversion_D1_15,VTV,MeanReversion_D1,2025-06-18 04:00:00+00:00,2025-06-18 04:00:00+00:00,172.815,172.64,2.0,1.0663,no_slot,3,394.765,10.495,172.815,0.175
XME_PrevDayBreakout_D1_15,XME,PrevDayBreakout_D1,2025-06-18 04:00:00+00:00,2025-06-20 04:00:00+00:00,66.66,66.1,-1.0,0.55926,no_slot,3,394.765,10.495,66.66,0.56
QQQ_MeanReversion_D1_15,QQQ,MeanReversion_D1,2025-06-18 04:00:00+00:00,2025-06-18 04:00:00+00:00,530.0,527.96,-1.0,0.5111,no_slot,3,394.765,10.495,530.0,2.04
XME_TwoDayBreakout_D1_15,XME,TwoDayBreakout_D1,2025-06-18 04:00:00+00:00,2025-06-25 04:00:00+00:00,66.66,64.28,-0.479,0.471933,no_slot,3,394.765,10.495,66.66,2.38
EEM_MeanReversion_D1_15,EEM,MeanReversion_D1,2025-06-18 04:00:00+00:00,2025-06-18 04:00:00+00:00,46.62,46.54,-1.0,0.0,no_slot,3,394.765,10.495,46.62,0.08
