signal_id,symbol,setup_name,signal_ts,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,outcome,r_multiple,qty,entry_notional_usd,risk_to_stop_usd,rank_score
KRE_PrevDayBreakout_D1_1,KRE,PrevDayBreakout_D1,2025-05-27T00:00:00-04:00,2025-05-28 04:00:00+00:00,57.615,55.4,62.045,2025-06-03 04:00:00+00:00,57.35,time stop loss,loss,-0.1196,1.0,57.615,2.215,0.0
EEM_PrevDayBreakout_D1_5,EEM,PrevDayBreakout_D1,2025-06-02T00:00:00-04:00,2025-06-03 04:00:00+00:00,45.84,45.24,47.04,2025-06-09 04:00:00+00:00,47.04,TP hit,win,2.0,1.0,45.84,0.6,0.0
KRE_PrevDayBreakout_D1_9,KRE,PrevDayBreakout_D1,2025-06-06T00:00:00-04:00,2025-06-09 04:00:00+00:00,58.305,56.12,62.675,2025-06-13 04:00:00+00:00,56.24,time stop loss,loss,-0.9451,1.0,58.305,2.185,-0.1196
XLP_TwoDayBreakout_D1_13,XLP,TwoDayBreakout_D1,2025-06-12T00:00:00-04:00,2025-06-13 04:00:00+00:00,81.755,81.205,82.855,2025-06-13 04:00:00+00:00,81.205,SL hit,loss,-1.0,1.0,81.755,0.55,-1.0
QQQ_MeanReversion_D1_14,QQQ,MeanReversion_D1,2025-06-13T00:00:00-04:00,2025-06-16 04:00:00+00:00,530.57,525.75,540.21,2025-06-20 04:00:00+00:00,525.75,SL hit,loss,-1.0,1.0,530.57,4.82,0.5111
KRE_PrevDayBreakout_D1_17,KRE,PrevDayBreakout_D1,2025-06-18T00:00:00-04:00,2025-06-20 04:00:00+00:00,56.94,55.66,59.5,2025-06-26 04:00:00+00:00,59.5,TP hit,win,2.0,1.0,56.94,1.28,-0.42632
EEM_PrevDayBreakout_D1_21,EEM,PrevDayBreakout_D1,2025-06-25T00:00:00-04:00,2025-06-26 04:00:00+00:00,48.175,47.415,49.695,2025-07-02 04:00:00+00:00,48.53,time stop win,win,0.4671,1.0,48.175,0.76,0.539257
EEM_PrevDayBreakout_D1_25,EEM,PrevDayBreakout_D1,2025-07-01T00:00:00-04:00,2025-07-02 04:00:00+00:00,48.17,47.9,48.71,2025-07-03 04:00:00+00:00,48.71,TP hit,win,2.0,1.0,48.17,0.27,0.504175
IEMG_PrevDayBreakout_D1_26,IEMG,PrevDayBreakout_D1,2025-07-02T00:00:00-04:00,2025-07-03 04:00:00+00:00,60.385,59.925,61.305,2025-07-07 04:00:00+00:00,59.925,SL hit,loss,-1.0,1.0,60.385,0.46,0.513944
IEMG_PrevDayBreakout_D1_27,IEMG,PrevDayBreakout_D1,2025-07-03T00:00:00-04:00,2025-07-07 04:00:00+00:00,59.975,59.835,60.255,2025-07-07 04:00:00+00:00,59.835,SL hit,loss,-1.0,1.0,59.975,0.14,0.784136
QQQ_MeanReversion_D1_28,QQQ,MeanReversion_D1,2025-07-07T00:00:00-04:00,2025-07-08 04:00:00+00:00,553.3,549.66,560.58,2025-07-14 04:00:00+00:00,556.115,time stop win,win,0.7734,1.0,553.3,3.64,-0.09778
KRE_PrevDayBreakout_D1_33,KRE,PrevDayBreakout_D1,2025-07-14T00:00:00-04:00,2025-07-15 04:00:00+00:00,63.435,62.74,64.825,2025-07-15 04:00:00+00:00,62.74,SL hit,loss,-1.0,1.0,63.435,0.695,0.521362
EEM_PrevDayBreakout_D1_34,EEM,PrevDayBreakout_D1,2025-07-15T00:00:00-04:00,2025-07-16 04:00:00+00:00,48.67,48.21,49.59,2025-07-21 04:00:00+00:00,49.59,TP hit,win,2.0,1.0,48.67,0.46,0.607179
KRE_PrevDayBreakout_D1_37,KRE,PrevDayBreakout_D1,2025-07-18T00:00:00-04:00,2025-07-21 04:00:00+00:00,63.48,61.845,66.75,2025-07-25 04:00:00+00:00,61.845,SL hit,loss,-1.0,1.0,63.48,1.635,0.412693
IEMG_MeanReversion_D1_42,IEMG,MeanReversion_D1,2025-07-25T00:00:00-04:00,2025-07-28 04:00:00+00:00,61.255,61.23,61.305,2025-07-28 04:00:00+00:00,61.23,SL hit,loss,-1.0,1.0,61.255,0.025,-0.18858
EEM_MeanReversion_D1_43,EEM,MeanReversion_D1,2025-07-28T00:00:00-04:00,2025-07-29 04:00:00+00:00,49.29,49.095,49.68,2025-07-30 04:00:00+00:00,49.095,SL hit,loss,-1.0,1.0,49.29,0.195,-0.21464
QQQ_MeanReversion_D1_47,QQQ,MeanReversion_D1,2025-08-01T00:00:00-04:00,2025-08-04 04:00:00+00:00,559.11,551.73,573.87,2025-08-08 04:00:00+00:00,573.87,TP hit,win,2.0,1.0,559.11,7.38,0.326357
EEM_PrevDayBreakout_D1_51,EEM,PrevDayBreakout_D1,2025-08-07T00:00:00-04:00,2025-08-08 04:00:00+00:00,49.33,48.8,50.39,2025-08-13 04:00:00+00:00,50.39,TP hit,win,2.0,1.0,49.33,0.53,0.730868
EEM_PrevDayBreakout_D1_54,EEM,PrevDayBreakout_D1,2025-08-12T00:00:00-04:00,2025-08-13 04:00:00+00:00,50.45,49.24,52.87,2025-08-19 04:00:00+00:00,49.805,time stop loss,loss,-0.5331,1.0,50.45,1.21,0.712295
EEM_PrevDayBreakout_D1_58,EEM,PrevDayBreakout_D1,2025-08-18T00:00:00-04:00,2025-08-19 04:00:00+00:00,50.1,49.89,50.52,2025-08-19 04:00:00+00:00,49.89,SL hit,loss,-1.0,1.0,50.1,0.21,0.695545
QQQ_MeanReversion_D1_59,QQQ,MeanReversion_D1,2025-08-19T00:00:00-04:00,2025-08-20 04:00:00+00:00,568.31,568.26,568.41,2025-08-20 04:00:00+00:00,568.26,SL hit,loss,-1.0,1.0,568.31,0.05,0.364944
QQQ_MeanReversion_D1_60,QQQ,MeanReversion_D1,2025-08-20T00:00:00-04:00,2025-08-21 04:00:00+00:00,564.35,558.9,575.25,2025-08-27 04:00:00+00:00,573.55,time stop win,win,1.6881,1.0,564.35,5.45,0.22845
KRE_PrevDayBreakout_D1_64,KRE,PrevDayBreakout_D1,2025-08-26T00:00:00-04:00,2025-08-27 04:00:00+00:00,64.89,64.4,65.87,2025-08-27 04:00:00+00:00,65.87,TP hit,win,2.0,1.0,64.89,0.49,0.16059
KRE_PrevDayBreakout_D1_65,KRE,PrevDayBreakout_D1,2025-08-27T00:00:00-04:00,2025-08-28 04:00:00+00:00,66.02,64.325,69.41,2025-09-02 04:00:00+00:00,64.325,SL hit,loss,-1.0,1.0,66.02,1.695,0.26657
QQQ_MeanReversion_D1_68,QQQ,MeanReversion_D1,2025-09-02T00:00:00-04:00,2025-09-03 04:00:00+00:00,569.25,559.54,588.67,2025-09-09 04:00:00+00:00,580.48,time stop win,win,1.1565,1.0,569.25,9.71,0.361145
EEM_PrevDayBreakout_D1_72,EEM,PrevDayBreakout_D1,2025-09-08T00:00:00-04:00,2025-09-09 04:00:00+00:00,51.11,50.18,52.97,2025-09-15 04:00:00+00:00,52.655,time stop win,win,1.6613,1.0,51.11,0.93,0.5523
EEM_TwoDayBreakout_D1_77,EEM,TwoDayBreakout_D1,2025-09-15T00:00:00-04:00,2025-09-16 04:00:00+00:00,52.88,51.89,54.86,2025-09-22 04:00:00+00:00,53.25,time stop win,win,0.3737,1.0,52.88,0.99,0.647815
IEMG_PrevDayBreakout_D1_82,IEMG,PrevDayBreakout_D1,2025-09-22T00:00:00-04:00,2025-09-23 04:00:00+00:00,66.0,65.62,66.76,2025-09-25 04:00:00+00:00,65.62,SL hit,loss,-1.0,1.0,66.0,0.38,0.75046
QQQ_MeanReversion_D1_85,QQQ,MeanReversion_D1,2025-09-25T00:00:00-04:00,2025-09-26 04:00:00+00:00,594.33,588.52,605.95,2025-10-02 04:00:00+00:00,605.95,TP hit,win,2.0,1.0,594.33,5.81,0.402454
